Descriptor Name,Full Scientific Name,Source Library,Scientific Category,Functional Description & Toxicology Significance
GRAVp,Gravp,Mordred,General Mordred Descriptor,"Advanced topological, electronic, or 3D molecular descriptor calculated by the Mordred engine (Name: GRAVp)."
GeomDiameter,Geomdiameter,Mordred,3D Geometric,3D geometric descriptor calculated from the physical three-dimensional atomic coordinates of the molecule.
GeomPetitjeanIndex,Geompetitjeanindex,Mordred,3D Geometric,3D geometric descriptor calculated from the physical three-dimensional atomic coordinates of the molecule.
GeomRadius,Geomradius,Mordred,3D Geometric,3D geometric descriptor calculated from the physical three-dimensional atomic coordinates of the molecule.
GeomShapeIndex,Geomshapeindex,Mordred,3D Geometric,3D geometric descriptor calculated from the physical three-dimensional atomic coordinates of the molecule.
GhoseFilter,Ghosefilter,Mordred,General Mordred Descriptor,"Advanced topological, electronic, or 3D molecular descriptor calculated by the Mordred engine (Name: GhoseFilter)."
HybRatio,Hybratio,Mordred,General Mordred Descriptor,"Advanced topological, electronic, or 3D molecular descriptor calculated by the Mordred engine (Name: HybRatio)."
IC0,Ic0,Mordred,General Mordred Descriptor,"Advanced topological, electronic, or 3D molecular descriptor calculated by the Mordred engine (Name: IC0)."
IC1,Ic1,Mordred,General Mordred Descriptor,"Advanced topological, electronic, or 3D molecular descriptor calculated by the Mordred engine (Name: IC1)."
IC2,Ic2,Mordred,General Mordred Descriptor,"Advanced topological, electronic, or 3D molecular descriptor calculated by the Mordred engine (Name: IC2)."
IC3,Ic3,Mordred,General Mordred Descriptor,"Advanced topological, electronic, or 3D molecular descriptor calculated by the Mordred engine (Name: IC3)."
IC4,Ic4,Mordred,General Mordred Descriptor,"Advanced topological, electronic, or 3D molecular descriptor calculated by the Mordred engine (Name: IC4)."
IC5,Ic5,Mordred,General Mordred Descriptor,"Advanced topological, electronic, or 3D molecular descriptor calculated by the Mordred engine (Name: IC5)."
JGI1,Jgi1,Mordred,General Mordred Descriptor,"Advanced topological, electronic, or 3D molecular descriptor calculated by the Mordred engine (Name: JGI1)."
JGI10,Jgi10,Mordred,General Mordred Descriptor,"Advanced topological, electronic, or 3D molecular descriptor calculated by the Mordred engine (Name: JGI10)."
JGI2,Jgi2,Mordred,General Mordred Descriptor,"Advanced topological, electronic, or 3D molecular descriptor calculated by the Mordred engine (Name: JGI2)."
JGI3,Jgi3,Mordred,General Mordred Descriptor,"Advanced topological, electronic, or 3D molecular descriptor calculated by the Mordred engine (Name: JGI3)."
JGI4,Jgi4,Mordred,General Mordred Descriptor,"Advanced topological, electronic, or 3D molecular descriptor calculated by the Mordred engine (Name: JGI4)."
JGI5,Jgi5,Mordred,General Mordred Descriptor,"Advanced topological, electronic, or 3D molecular descriptor calculated by the Mordred engine (Name: JGI5)."
JGI6,Jgi6,Mordred,General Mordred Descriptor,"Advanced topological, electronic, or 3D molecular descriptor calculated by the Mordred engine (Name: JGI6)."
JGI7,Jgi7,Mordred,General Mordred Descriptor,"Advanced topological, electronic, or 3D molecular descriptor calculated by the Mordred engine (Name: JGI7)."
JGI8,Jgi8,Mordred,General Mordred Descriptor,"Advanced topological, electronic, or 3D molecular descriptor calculated by the Mordred engine (Name: JGI8)."
JGI9,Jgi9,Mordred,General Mordred Descriptor,"Advanced topological, electronic, or 3D molecular descriptor calculated by the Mordred engine (Name: JGI9)."
JGT10,Jgt10,Mordred,General Mordred Descriptor,"Advanced topological, electronic, or 3D molecular descriptor calculated by the Mordred engine (Name: JGT10)."
Kier1,Kier1,Mordred,General Mordred Descriptor,"Advanced topological, electronic, or 3D molecular descriptor calculated by the Mordred engine (Name: Kier1)."
Kier2,Kier2,Mordred,General Mordred Descriptor,"Advanced topological, electronic, or 3D molecular descriptor calculated by the Mordred engine (Name: Kier2)."
Kier3,Kier3,Mordred,General Mordred Descriptor,"Advanced topological, electronic, or 3D molecular descriptor calculated by the Mordred engine (Name: Kier3)."
LabuteASA,Labuteasa,Mordred,General Mordred Descriptor,"Advanced topological, electronic, or 3D molecular descriptor calculated by the Mordred engine (Name: LabuteASA)."
Lipinski,Lipinski,Mordred,General Mordred Descriptor,"Advanced topological, electronic, or 3D molecular descriptor calculated by the Mordred engine (Name: Lipinski)."
LogEE_A,Logee A,Mordred,General Mordred Descriptor,"Advanced topological, electronic, or 3D molecular descriptor calculated by the Mordred engine (Name: LogEE_A)."
LogEE_D,Logee D,Mordred,General Mordred Descriptor,"Advanced topological, electronic, or 3D molecular descriptor calculated by the Mordred engine (Name: LogEE_D)."
LogEE_Dt,Logee Dt,Mordred,General Mordred Descriptor,"Advanced topological, electronic, or 3D molecular descriptor calculated by the Mordred engine (Name: LogEE_Dt)."
LogEE_DzZ,Logee Dzz,Mordred,General Mordred Descriptor,"Advanced topological, electronic, or 3D molecular descriptor calculated by the Mordred engine (Name: LogEE_DzZ)."
LogEE_Dzare,Logee Dzare,Mordred,General Mordred Descriptor,"Advanced topological, electronic, or 3D molecular descriptor calculated by the Mordred engine (Name: LogEE_Dzare)."
LogEE_Dzi,Logee Dzi,Mordred,General Mordred Descriptor,"Advanced topological, electronic, or 3D molecular descriptor calculated by the Mordred engine (Name: LogEE_Dzi)."
LogEE_Dzm,Logee Dzm,Mordred,General Mordred Descriptor,"Advanced topological, electronic, or 3D molecular descriptor calculated by the Mordred engine (Name: LogEE_Dzm)."
LogEE_Dzp,Logee Dzp,Mordred,General Mordred Descriptor,"Advanced topological, electronic, or 3D molecular descriptor calculated by the Mordred engine (Name: LogEE_Dzp)."
LogEE_Dzpe,Logee Dzpe,Mordred,General Mordred Descriptor,"Advanced topological, electronic, or 3D molecular descriptor calculated by the Mordred engine (Name: LogEE_Dzpe)."
LogEE_Dzse,Logee Dzse,Mordred,General Mordred Descriptor,"Advanced topological, electronic, or 3D molecular descriptor calculated by the Mordred engine (Name: LogEE_Dzse)."
LogEE_Dzv,Logee Dzv,Mordred,General Mordred Descriptor,"Advanced topological, electronic, or 3D molecular descriptor calculated by the Mordred engine (Name: LogEE_Dzv)."
MATS1Z,Moran Autocorrelation of Lag 1 weighted by Atomic Number,Mordred,Autocorrelation,Moran Autocorrelation index describing spatial correlation of atomic properties at specific distance lags.
MATS1are,Moran Autocorrelation of Lag 1 weighted by Allinger-relative Electronegativity,Mordred,Autocorrelation,Moran Autocorrelation index describing spatial correlation of atomic properties at specific distance lags.
MATS1c,Moran Autocorrelation of Lag 1 weighted by Partial Charge,Mordred,Autocorrelation,Moran Autocorrelation index describing spatial correlation of atomic properties at specific distance lags.
MATS1d,Moran Autocorrelation of Lag 1 weighted by Vertex Degree,Mordred,Autocorrelation,Moran Autocorrelation index describing spatial correlation of atomic properties at specific distance lags.
MATS1dv,Moran Autocorrelation of Lag 1 weighted by Valence Vertex Degree,Mordred,Autocorrelation,Moran Autocorrelation index describing spatial correlation of atomic properties at specific distance lags.
MATS1i,Moran Autocorrelation of Lag 1 weighted by Ionization Potential,Mordred,Autocorrelation,Moran Autocorrelation index describing spatial correlation of atomic properties at specific distance lags.
MATS1m,Moran Autocorrelation of Lag 1 weighted by Atomic Mass,Mordred,Autocorrelation,Moran Autocorrelation index describing spatial correlation of atomic properties at specific distance lags.
MATS1p,Moran Autocorrelation of Lag 1 weighted by Polarizability,Mordred,Autocorrelation,Moran Autocorrelation index describing spatial correlation of atomic properties at specific distance lags.
MATS1pe,Moran Autocorrelation of Lag 1 weighted by Pauling Electronegativity,Mordred,Autocorrelation,Moran Autocorrelation index describing spatial correlation of atomic properties at specific distance lags.
MATS1s,Moran Autocorrelation of Lag 1 weighted by Intrinsic State,Mordred,Autocorrelation,Moran Autocorrelation index describing spatial correlation of atomic properties at specific distance lags.
MATS1se,Moran Autocorrelation of Lag 1 weighted by Sanders-relative Electronegativity,Mordred,Autocorrelation,Moran Autocorrelation index describing spatial correlation of atomic properties at specific distance lags.
MATS1v,Moran Autocorrelation of Lag 1 weighted by Van der Waals Volume,Mordred,Autocorrelation,Moran Autocorrelation index describing spatial correlation of atomic properties at specific distance lags.
MATS2Z,Moran Autocorrelation of Lag 2 weighted by Atomic Number,Mordred,Autocorrelation,Moran Autocorrelation index describing spatial correlation of atomic properties at specific distance lags.
MATS2are,Moran Autocorrelation of Lag 2 weighted by Allinger-relative Electronegativity,Mordred,Autocorrelation,Moran Autocorrelation index describing spatial correlation of atomic properties at specific distance lags.
MATS2c,Moran Autocorrelation of Lag 2 weighted by Partial Charge,Mordred,Autocorrelation,Moran Autocorrelation index describing spatial correlation of atomic properties at specific distance lags.
MATS2d,Moran Autocorrelation of Lag 2 weighted by Vertex Degree,Mordred,Autocorrelation,Moran Autocorrelation index describing spatial correlation of atomic properties at specific distance lags.
MATS2dv,Moran Autocorrelation of Lag 2 weighted by Valence Vertex Degree,Mordred,Autocorrelation,Moran Autocorrelation index describing spatial correlation of atomic properties at specific distance lags.
MATS2i,Moran Autocorrelation of Lag 2 weighted by Ionization Potential,Mordred,Autocorrelation,Moran Autocorrelation index describing spatial correlation of atomic properties at specific distance lags.
MATS2m,Moran Autocorrelation of Lag 2 weighted by Atomic Mass,Mordred,Autocorrelation,Moran Autocorrelation index describing spatial correlation of atomic properties at specific distance lags.
MATS2p,Moran Autocorrelation of Lag 2 weighted by Polarizability,Mordred,Autocorrelation,Moran Autocorrelation index describing spatial correlation of atomic properties at specific distance lags.
MATS2pe,Moran Autocorrelation of Lag 2 weighted by Pauling Electronegativity,Mordred,Autocorrelation,Moran Autocorrelation index describing spatial correlation of atomic properties at specific distance lags.
MATS2s,Moran Autocorrelation of Lag 2 weighted by Intrinsic State,Mordred,Autocorrelation,Moran Autocorrelation index describing spatial correlation of atomic properties at specific distance lags.
MATS2se,Moran Autocorrelation of Lag 2 weighted by Sanders-relative Electronegativity,Mordred,Autocorrelation,Moran Autocorrelation index describing spatial correlation of atomic properties at specific distance lags.
MATS2v,Moran Autocorrelation of Lag 2 weighted by Van der Waals Volume,Mordred,Autocorrelation,Moran Autocorrelation index describing spatial correlation of atomic properties at specific distance lags.
MATS3Z,Moran Autocorrelation of Lag 3 weighted by Atomic Number,Mordred,Autocorrelation,Moran Autocorrelation index describing spatial correlation of atomic properties at specific distance lags.
MATS3are,Moran Autocorrelation of Lag 3 weighted by Allinger-relative Electronegativity,Mordred,Autocorrelation,Moran Autocorrelation index describing spatial correlation of atomic properties at specific distance lags.
MATS3c,Moran Autocorrelation of Lag 3 weighted by Partial Charge,Mordred,Autocorrelation,Moran Autocorrelation index describing spatial correlation of atomic properties at specific distance lags.
MATS3d,Moran Autocorrelation of Lag 3 weighted by Vertex Degree,Mordred,Autocorrelation,Moran Autocorrelation index describing spatial correlation of atomic properties at specific distance lags.
MATS3dv,Moran Autocorrelation of Lag 3 weighted by Valence Vertex Degree,Mordred,Autocorrelation,Moran Autocorrelation index describing spatial correlation of atomic properties at specific distance lags.
MATS3i,Moran Autocorrelation of Lag 3 weighted by Ionization Potential,Mordred,Autocorrelation,Moran Autocorrelation index describing spatial correlation of atomic properties at specific distance lags.
MATS3m,Moran Autocorrelation of Lag 3 weighted by Atomic Mass,Mordred,Autocorrelation,Moran Autocorrelation index describing spatial correlation of atomic properties at specific distance lags.
MATS3p,Moran Autocorrelation of Lag 3 weighted by Polarizability,Mordred,Autocorrelation,Moran Autocorrelation index describing spatial correlation of atomic properties at specific distance lags.
MATS3pe,Moran Autocorrelation of Lag 3 weighted by Pauling Electronegativity,Mordred,Autocorrelation,Moran Autocorrelation index describing spatial correlation of atomic properties at specific distance lags.
MATS3s,Moran Autocorrelation of Lag 3 weighted by Intrinsic State,Mordred,Autocorrelation,Moran Autocorrelation index describing spatial correlation of atomic properties at specific distance lags.
MATS3se,Moran Autocorrelation of Lag 3 weighted by Sanders-relative Electronegativity,Mordred,Autocorrelation,Moran Autocorrelation index describing spatial correlation of atomic properties at specific distance lags.
MATS3v,Moran Autocorrelation of Lag 3 weighted by Van der Waals Volume,Mordred,Autocorrelation,Moran Autocorrelation index describing spatial correlation of atomic properties at specific distance lags.
MATS4Z,Moran Autocorrelation of Lag 4 weighted by Atomic Number,Mordred,Autocorrelation,Moran Autocorrelation index describing spatial correlation of atomic properties at specific distance lags.
MATS4are,Moran Autocorrelation of Lag 4 weighted by Allinger-relative Electronegativity,Mordred,Autocorrelation,Moran Autocorrelation index describing spatial correlation of atomic properties at specific distance lags.
MATS4c,Moran Autocorrelation of Lag 4 weighted by Partial Charge,Mordred,Autocorrelation,Moran Autocorrelation index describing spatial correlation of atomic properties at specific distance lags.
MATS4d,Moran Autocorrelation of Lag 4 weighted by Vertex Degree,Mordred,Autocorrelation,Moran Autocorrelation index describing spatial correlation of atomic properties at specific distance lags.
MATS4dv,Moran Autocorrelation of Lag 4 weighted by Valence Vertex Degree,Mordred,Autocorrelation,Moran Autocorrelation index describing spatial correlation of atomic properties at specific distance lags.
MATS4i,Moran Autocorrelation of Lag 4 weighted by Ionization Potential,Mordred,Autocorrelation,Moran Autocorrelation index describing spatial correlation of atomic properties at specific distance lags.
MATS4m,Moran Autocorrelation of Lag 4 weighted by Atomic Mass,Mordred,Autocorrelation,Moran Autocorrelation index describing spatial correlation of atomic properties at specific distance lags.
MATS4p,Moran Autocorrelation of Lag 4 weighted by Polarizability,Mordred,Autocorrelation,Moran Autocorrelation index describing spatial correlation of atomic properties at specific distance lags.
MATS4pe,Moran Autocorrelation of Lag 4 weighted by Pauling Electronegativity,Mordred,Autocorrelation,Moran Autocorrelation index describing spatial correlation of atomic properties at specific distance lags.
MATS4s,Moran Autocorrelation of Lag 4 weighted by Intrinsic State,Mordred,Autocorrelation,Moran Autocorrelation index describing spatial correlation of atomic properties at specific distance lags.
MATS4se,Moran Autocorrelation of Lag 4 weighted by Sanders-relative Electronegativity,Mordred,Autocorrelation,Moran Autocorrelation index describing spatial correlation of atomic properties at specific distance lags.
MATS4v,Moran Autocorrelation of Lag 4 weighted by Van der Waals Volume,Mordred,Autocorrelation,Moran Autocorrelation index describing spatial correlation of atomic properties at specific distance lags.
MATS5Z,Moran Autocorrelation of Lag 5 weighted by Atomic Number,Mordred,Autocorrelation,Moran Autocorrelation index describing spatial correlation of atomic properties at specific distance lags.
MATS5are,Moran Autocorrelation of Lag 5 weighted by Allinger-relative Electronegativity,Mordred,Autocorrelation,Moran Autocorrelation index describing spatial correlation of atomic properties at specific distance lags.
MATS5c,Moran Autocorrelation of Lag 5 weighted by Partial Charge,Mordred,Autocorrelation,Moran Autocorrelation index describing spatial correlation of atomic properties at specific distance lags.
MATS5d,Moran Autocorrelation of Lag 5 weighted by Vertex Degree,Mordred,Autocorrelation,Moran Autocorrelation index describing spatial correlation of atomic properties at specific distance lags.
MATS5dv,Moran Autocorrelation of Lag 5 weighted by Valence Vertex Degree,Mordred,Autocorrelation,Moran Autocorrelation index describing spatial correlation of atomic properties at specific distance lags.
MATS5i,Moran Autocorrelation of Lag 5 weighted by Ionization Potential,Mordred,Autocorrelation,Moran Autocorrelation index describing spatial correlation of atomic properties at specific distance lags.
MATS5m,Moran Autocorrelation of Lag 5 weighted by Atomic Mass,Mordred,Autocorrelation,Moran Autocorrelation index describing spatial correlation of atomic properties at specific distance lags.
MATS5p,Moran Autocorrelation of Lag 5 weighted by Polarizability,Mordred,Autocorrelation,Moran Autocorrelation index describing spatial correlation of atomic properties at specific distance lags.
MATS5pe,Moran Autocorrelation of Lag 5 weighted by Pauling Electronegativity,Mordred,Autocorrelation,Moran Autocorrelation index describing spatial correlation of atomic properties at specific distance lags.
MATS5s,Moran Autocorrelation of Lag 5 weighted by Intrinsic State,Mordred,Autocorrelation,Moran Autocorrelation index describing spatial correlation of atomic properties at specific distance lags.
MATS5se,Moran Autocorrelation of Lag 5 weighted by Sanders-relative Electronegativity,Mordred,Autocorrelation,Moran Autocorrelation index describing spatial correlation of atomic properties at specific distance lags.
MATS5v,Moran Autocorrelation of Lag 5 weighted by Van der Waals Volume,Mordred,Autocorrelation,Moran Autocorrelation index describing spatial correlation of atomic properties at specific distance lags.
MATS6Z,Moran Autocorrelation of Lag 6 weighted by Atomic Number,Mordred,Autocorrelation,Moran Autocorrelation index describing spatial correlation of atomic properties at specific distance lags.
MATS6are,Moran Autocorrelation of Lag 6 weighted by Allinger-relative Electronegativity,Mordred,Autocorrelation,Moran Autocorrelation index describing spatial correlation of atomic properties at specific distance lags.
MATS6c,Moran Autocorrelation of Lag 6 weighted by Partial Charge,Mordred,Autocorrelation,Moran Autocorrelation index describing spatial correlation of atomic properties at specific distance lags.
MATS6d,Moran Autocorrelation of Lag 6 weighted by Vertex Degree,Mordred,Autocorrelation,Moran Autocorrelation index describing spatial correlation of atomic properties at specific distance lags.
MATS6dv,Moran Autocorrelation of Lag 6 weighted by Valence Vertex Degree,Mordred,Autocorrelation,Moran Autocorrelation index describing spatial correlation of atomic properties at specific distance lags.
MATS6i,Moran Autocorrelation of Lag 6 weighted by Ionization Potential,Mordred,Autocorrelation,Moran Autocorrelation index describing spatial correlation of atomic properties at specific distance lags.
MATS6m,Moran Autocorrelation of Lag 6 weighted by Atomic Mass,Mordred,Autocorrelation,Moran Autocorrelation index describing spatial correlation of atomic properties at specific distance lags.
MATS6p,Moran Autocorrelation of Lag 6 weighted by Polarizability,Mordred,Autocorrelation,Moran Autocorrelation index describing spatial correlation of atomic properties at specific distance lags.
MATS6pe,Moran Autocorrelation of Lag 6 weighted by Pauling Electronegativity,Mordred,Autocorrelation,Moran Autocorrelation index describing spatial correlation of atomic properties at specific distance lags.
MATS6s,Moran Autocorrelation of Lag 6 weighted by Intrinsic State,Mordred,Autocorrelation,Moran Autocorrelation index describing spatial correlation of atomic properties at specific distance lags.
MATS6se,Moran Autocorrelation of Lag 6 weighted by Sanders-relative Electronegativity,Mordred,Autocorrelation,Moran Autocorrelation index describing spatial correlation of atomic properties at specific distance lags.
MATS6v,Moran Autocorrelation of Lag 6 weighted by Van der Waals Volume,Mordred,Autocorrelation,Moran Autocorrelation index describing spatial correlation of atomic properties at specific distance lags.
MATS7Z,Moran Autocorrelation of Lag 7 weighted by Atomic Number,Mordred,Autocorrelation,Moran Autocorrelation index describing spatial correlation of atomic properties at specific distance lags.
MATS7are,Moran Autocorrelation of Lag 7 weighted by Allinger-relative Electronegativity,Mordred,Autocorrelation,Moran Autocorrelation index describing spatial correlation of atomic properties at specific distance lags.
MATS7c,Moran Autocorrelation of Lag 7 weighted by Partial Charge,Mordred,Autocorrelation,Moran Autocorrelation index describing spatial correlation of atomic properties at specific distance lags.
MATS7d,Moran Autocorrelation of Lag 7 weighted by Vertex Degree,Mordred,Autocorrelation,Moran Autocorrelation index describing spatial correlation of atomic properties at specific distance lags.
MATS7dv,Moran Autocorrelation of Lag 7 weighted by Valence Vertex Degree,Mordred,Autocorrelation,Moran Autocorrelation index describing spatial correlation of atomic properties at specific distance lags.
MATS7i,Moran Autocorrelation of Lag 7 weighted by Ionization Potential,Mordred,Autocorrelation,Moran Autocorrelation index describing spatial correlation of atomic properties at specific distance lags.
MATS7m,Moran Autocorrelation of Lag 7 weighted by Atomic Mass,Mordred,Autocorrelation,Moran Autocorrelation index describing spatial correlation of atomic properties at specific distance lags.
MATS7p,Moran Autocorrelation of Lag 7 weighted by Polarizability,Mordred,Autocorrelation,Moran Autocorrelation index describing spatial correlation of atomic properties at specific distance lags.
MATS7pe,Moran Autocorrelation of Lag 7 weighted by Pauling Electronegativity,Mordred,Autocorrelation,Moran Autocorrelation index describing spatial correlation of atomic properties at specific distance lags.
MATS7s,Moran Autocorrelation of Lag 7 weighted by Intrinsic State,Mordred,Autocorrelation,Moran Autocorrelation index describing spatial correlation of atomic properties at specific distance lags.
MATS7se,Moran Autocorrelation of Lag 7 weighted by Sanders-relative Electronegativity,Mordred,Autocorrelation,Moran Autocorrelation index describing spatial correlation of atomic properties at specific distance lags.
MATS7v,Moran Autocorrelation of Lag 7 weighted by Van der Waals Volume,Mordred,Autocorrelation,Moran Autocorrelation index describing spatial correlation of atomic properties at specific distance lags.
MATS8Z,Moran Autocorrelation of Lag 8 weighted by Atomic Number,Mordred,Autocorrelation,Moran Autocorrelation index describing spatial correlation of atomic properties at specific distance lags.
MATS8are,Moran Autocorrelation of Lag 8 weighted by Allinger-relative Electronegativity,Mordred,Autocorrelation,Moran Autocorrelation index describing spatial correlation of atomic properties at specific distance lags.
MATS8c,Moran Autocorrelation of Lag 8 weighted by Partial Charge,Mordred,Autocorrelation,Moran Autocorrelation index describing spatial correlation of atomic properties at specific distance lags.
MATS8d,Moran Autocorrelation of Lag 8 weighted by Vertex Degree,Mordred,Autocorrelation,Moran Autocorrelation index describing spatial correlation of atomic properties at specific distance lags.
MATS8dv,Moran Autocorrelation of Lag 8 weighted by Valence Vertex Degree,Mordred,Autocorrelation,Moran Autocorrelation index describing spatial correlation of atomic properties at specific distance lags.
MATS8i,Moran Autocorrelation of Lag 8 weighted by Ionization Potential,Mordred,Autocorrelation,Moran Autocorrelation index describing spatial correlation of atomic properties at specific distance lags.
MATS8m,Moran Autocorrelation of Lag 8 weighted by Atomic Mass,Mordred,Autocorrelation,Moran Autocorrelation index describing spatial correlation of atomic properties at specific distance lags.
MATS8p,Moran Autocorrelation of Lag 8 weighted by Polarizability,Mordred,Autocorrelation,Moran Autocorrelation index describing spatial correlation of atomic properties at specific distance lags.
MATS8pe,Moran Autocorrelation of Lag 8 weighted by Pauling Electronegativity,Mordred,Autocorrelation,Moran Autocorrelation index describing spatial correlation of atomic properties at specific distance lags.
MATS8s,Moran Autocorrelation of Lag 8 weighted by Intrinsic State,Mordred,Autocorrelation,Moran Autocorrelation index describing spatial correlation of atomic properties at specific distance lags.
MATS8se,Moran Autocorrelation of Lag 8 weighted by Sanders-relative Electronegativity,Mordred,Autocorrelation,Moran Autocorrelation index describing spatial correlation of atomic properties at specific distance lags.
MATS8v,Moran Autocorrelation of Lag 8 weighted by Van der Waals Volume,Mordred,Autocorrelation,Moran Autocorrelation index describing spatial correlation of atomic properties at specific distance lags.
MAXaaCH,Maximum E-State Value for aromatic CH Atom Group,Mordred,E-State Atom Type,"E-State atom-type descriptor (Maximum, Minimum, or Sum) representing electrostatic and topological environment of a specific atom type (Name: MAXaaCH)."
MAXaaN,Maximum E-State Value for aromatic N Atom Group,Mordred,E-State Atom Type,"E-State atom-type descriptor (Maximum, Minimum, or Sum) representing electrostatic and topological environment of a specific atom type (Name: MAXaaN)."
MAXaaNH,Maximum E-State Value for aromatic NH Atom Group,Mordred,E-State Atom Type,"E-State atom-type descriptor (Maximum, Minimum, or Sum) representing electrostatic and topological environment of a specific atom type (Name: MAXaaNH)."
MAXaaO,Maximum E-State Value for aromatic O Atom Group,Mordred,E-State Atom Type,"E-State atom-type descriptor (Maximum, Minimum, or Sum) representing electrostatic and topological environment of a specific atom type (Name: MAXaaO)."
MAXaaS,Maximum E-State Value for aromatic S Atom Group,Mordred,E-State Atom Type,"E-State atom-type descriptor (Maximum, Minimum, or Sum) representing electrostatic and topological environment of a specific atom type (Name: MAXaaS)."
MAXaaSe,Maximum E-State Value for aromatic Se Atom Group,Mordred,E-State Atom Type,"E-State atom-type descriptor (Maximum, Minimum, or Sum) representing electrostatic and topological environment of a specific atom type (Name: MAXaaSe)."
MAXaaaC,Maximum E-State Value for aromatic aC Atom Group,Mordred,E-State Atom Type,"E-State atom-type descriptor (Maximum, Minimum, or Sum) representing electrostatic and topological environment of a specific atom type (Name: MAXaaaC)."
MAXaasC,Maximum E-State Value for aromatic sC Atom Group,Mordred,E-State Atom Type,"E-State atom-type descriptor (Maximum, Minimum, or Sum) representing electrostatic and topological environment of a specific atom type (Name: MAXaasC)."
MAXaasN,Maximum E-State Value for aromatic sN Atom Group,Mordred,E-State Atom Type,"E-State atom-type descriptor (Maximum, Minimum, or Sum) representing electrostatic and topological environment of a specific atom type (Name: MAXaasN)."
MAXdCH2,Maximum E-State Value for double-bonded CH2 Atom Group,Mordred,E-State Atom Type,"E-State atom-type descriptor (Maximum, Minimum, or Sum) representing electrostatic and topological environment of a specific atom type (Name: MAXdCH2)."
MAXdNH,Maximum E-State Value for double-bonded NH Atom Group,Mordred,E-State Atom Type,"E-State atom-type descriptor (Maximum, Minimum, or Sum) representing electrostatic and topological environment of a specific atom type (Name: MAXdNH)."
MAXdO,Maximum E-State Value for double-bonded O Atom Group,Mordred,E-State Atom Type,"E-State atom-type descriptor (Maximum, Minimum, or Sum) representing electrostatic and topological environment of a specific atom type (Name: MAXdO)."
MAXdS,Maximum E-State Value for double-bonded S Atom Group,Mordred,E-State Atom Type,"E-State atom-type descriptor (Maximum, Minimum, or Sum) representing electrostatic and topological environment of a specific atom type (Name: MAXdS)."
MAXdSe,Maximum E-State Value for double-bonded Se Atom Group,Mordred,E-State Atom Type,"E-State atom-type descriptor (Maximum, Minimum, or Sum) representing electrostatic and topological environment of a specific atom type (Name: MAXdSe)."
MAXddC,Maximum E-State Value for double-bonded dC Atom Group,Mordred,E-State Atom Type,"E-State atom-type descriptor (Maximum, Minimum, or Sum) representing electrostatic and topological environment of a specific atom type (Name: MAXddC)."
MAXddsN,Maximum E-State Value for double-bonded dsN Atom Group,Mordred,E-State Atom Type,"E-State atom-type descriptor (Maximum, Minimum, or Sum) representing electrostatic and topological environment of a specific atom type (Name: MAXddsN)."
MAXddssS,Maximum E-State Value for double-bonded dssS Atom Group,Mordred,E-State Atom Type,"E-State atom-type descriptor (Maximum, Minimum, or Sum) representing electrostatic and topological environment of a specific atom type (Name: MAXddssS)."
MAXddssSe,Maximum E-State Value for double-bonded dssSe Atom Group,Mordred,E-State Atom Type,"E-State atom-type descriptor (Maximum, Minimum, or Sum) representing electrostatic and topological environment of a specific atom type (Name: MAXddssSe)."
MAXdsCH,Maximum E-State Value for double-bonded sCH Atom Group,Mordred,E-State Atom Type,"E-State atom-type descriptor (Maximum, Minimum, or Sum) representing electrostatic and topological environment of a specific atom type (Name: MAXdsCH)."
MAXdsN,Maximum E-State Value for double-bonded sN Atom Group,Mordred,E-State Atom Type,"E-State atom-type descriptor (Maximum, Minimum, or Sum) representing electrostatic and topological environment of a specific atom type (Name: MAXdsN)."
MAXdssC,Maximum E-State Value for double-bonded ssC Atom Group,Mordred,E-State Atom Type,"E-State atom-type descriptor (Maximum, Minimum, or Sum) representing electrostatic and topological environment of a specific atom type (Name: MAXdssC)."
MAXdssS,Maximum E-State Value for double-bonded ssS Atom Group,Mordred,E-State Atom Type,"E-State atom-type descriptor (Maximum, Minimum, or Sum) representing electrostatic and topological environment of a specific atom type (Name: MAXdssS)."
MAXdssSe,Maximum E-State Value for double-bonded ssSe Atom Group,Mordred,E-State Atom Type,"E-State atom-type descriptor (Maximum, Minimum, or Sum) representing electrostatic and topological environment of a specific atom type (Name: MAXdssSe)."
MAXdsssP,Maximum E-State Value for double-bonded sssP Atom Group,Mordred,E-State Atom Type,"E-State atom-type descriptor (Maximum, Minimum, or Sum) representing electrostatic and topological environment of a specific atom type (Name: MAXdsssP)."
MAXsAsH2,Maximum E-State Value for single-bonded AsH2 Atom Group,Mordred,E-State Atom Type,"E-State atom-type descriptor (Maximum, Minimum, or Sum) representing electrostatic and topological environment of a specific atom type (Name: MAXsAsH2)."
MAXsBr,Maximum E-State Value for single-bonded Br Atom Group,Mordred,E-State Atom Type,"E-State atom-type descriptor (Maximum, Minimum, or Sum) representing electrostatic and topological environment of a specific atom type (Name: MAXsBr)."
MAXsCH3,Maximum E-State Value for single-bonded CH3 Atom Group,Mordred,E-State Atom Type,"E-State atom-type descriptor (Maximum, Minimum, or Sum) representing electrostatic and topological environment of a specific atom type (Name: MAXsCH3)."
MAXsCl,Maximum E-State Value for single-bonded Cl Atom Group,Mordred,E-State Atom Type,"E-State atom-type descriptor (Maximum, Minimum, or Sum) representing electrostatic and topological environment of a specific atom type (Name: MAXsCl)."
